date,state,city_or_county,address,n_killed,n_injured,incident_url,source_url
"November 1, 2014",New Mexico,Pojoaque,N/A,0,0,http://www.gunviolencearchive.org/incident/215768,http://www.santafenewmexican.com/news/police_notes/police-notes-nov/article_8c610023-4dcd-51a5-a83e-466fd51d503a.html
"November 1, 2014",Kansas,Wichita,7703 North Owasso Expressway,0,0,http://www.gunviolencearchive.org/incident/214233,http://www.kansas.com/news/local/article3512186.html
"November 1, 2014",California,Stockton,2000 block of E. Sonora Street,1,0,http://www.gunviolencearchive.org/incident/214538,http://www.kcra.com/news/23yearold-dies-from-gunshot-wound-in-stockton/29481010
"November 1, 2014",Tennessee,Memphis,3400 block of Lichterman Street,1,0,http://www.gunviolencearchive.org/incident/215092,http://thegrio.com/2014/11/04/don-smith-killed-pastor/
"November 1, 2014",Pennsylvania,Upper St. Clair,Myrna Drive,1,0,http://www.gunviolencearchive.org/incident/214222,http://www.post-gazette.com/local/south/2014/11/01/Woman-jailed-after-fatal-shooting-in-Upper-St-Clair/stories/201411010163
"November 1, 2014",California,Oakland,4500 International Boulevard,0,0,http://www.gunviolencearchive.org/incident/219145,https://data.oaklandnet.com/Public-Safety/CrimeWatch-Maps-Past-90-Days/ym6k-rx7a
"November 1, 2014",California,Marina,200 block of Young Circle ,0,0,http://www.gunviolencearchive.org/incident/214533,http://www.thecalifornian.com/story/news/crime/2014/11/01/marina-suspect-threatens-people-shotgun/18327873/
"November 1, 2014",Texas,Houston,16250 Imperial Valley Dr.,1,0,http://www.gunviolencearchive.org/incident/215049,http://thepolicenews.net/default.aspx
"November 1, 2014",Pennsylvania,Hazleton,1st and Wyoming Streets,0,2,http://www.gunviolencearchive.org/incident/214190,http://wnep.com/2014/11/01/two-men-shot-in-hazleton/
"November 1, 2014",California,Oakland,600 Market Street,0,0,http://www.gunviolencearchive.org/incident/219137,https://data.oaklandnet.com/Public-Safety/CrimeWatch-Maps-Past-90-Days/ym6k-rx7a
"November 1, 2014",California,San Francisco,Divisadero Street ,1,0,http://www.gunviolencearchive.org/incident/214531,http://www.sfgate.com/crime/article/San-Francisco-slaying-victim-identified-as-teen-5866763.php
"November 1, 2014",North Carolina,Charlotte,Huntsmoor Drive,0,1,http://www.gunviolencearchive.org/incident/215043,http://www.wsoctv.com/news/news/local/police-believe-shootings-started-after-fight-hardi/njBRb/
"November 1, 2014",Illinois,Chicago,5900 block of West Walton Street,0,1,http://www.gunviolencearchive.org/incident/214006,http://www.chicagotribune.com/news/local/breaking/chi-chicago-evening-shootings-20141031-story.html
"November 1, 2014",California,Oakland,2900 E. 23rd Street,0,0,http://www.gunviolencearchive.org/incident/219122,https://data.oaklandnet.com/Public-Safety/CrimeWatch-Maps-Past-90-Days/ym6k-rx7a
"November 1, 2014",New York,Staten Island,Port Richmond Ave.,0,1,http://www.gunviolencearchive.org/incident/214352,http://www.silive.com/northshore/index.ssf/2014/11/jogger_shot_during_ipod_robber.html
"November 1, 2014",New Mexico,Albuquerque,Carlisle Boulevard SE and Lead Avenue SE,0,1,http://www.gunviolencearchive.org/incident/214701,http://www.kob.com/article/stories/S3607573.shtml
"November 1, 2014",Illinois,Chicago,3500 block of West Diversey Avenue,0,1,http://www.gunviolencearchive.org/incident/214004,http://www.chicagotribune.com/news/local/breaking/chi-chicago-evening-shootings-20141031-story.html
"November 1, 2014",Kansas,Overland Park,11421 Metcalf Avenue,0,0,http://www.gunviolencearchive.org/incident/216059,http://www.kansascity.com/news/local/crime/article3539056.html
"November 1, 2014",Massachusetts,Brockton,319 Battles Farm Drive,0,1,http://www.gunviolencearchive.org/incident/214346,http://www.enterprisenews.com/article/20141101/NEWS/141109637/12741/NEWS
"November 1, 2014",Colorado,Colorado Springs,7400 block of Austin Bluffs Parkway,0,0,http://www.gunviolencearchive.org/incident/214691,http://www.springsgov.com/units/police/policeblotter.asp
"November 1, 2014",Illinois,Decatur,1816 North Water Street,1,0,http://www.gunviolencearchive.org/incident/213998,http://www.wandtv.com/story/27260072/decatur-police-search-for-suspect-in-shooting-death
"November 1, 2014",Missouri,Sikeston,409 Clayton Street,0,1,http://www.gunviolencearchive.org/incident/216048,http://www.semissourian.com/story/2134474.html
