date,state,city_or_county,address,n_killed,n_injured,incident_url,source_url
"December 1, 2015",Massachusetts,Haverhill,N/A,0,0,http://www.gunviolencearchive.org/incident/867766,https://www.justice.gov/usao-ma/pr/maine-man-pleads-guilty-making-false-statements-during-purchase-firearm
"December 1, 2015",Indiana,Gary,1500 block of Kentucky Street,0,1,http://www.gunviolencearchive.org/incident/456978,http://chicago.suntimes.com/crime/7/71/1146375/woman-critically-wounded-gary-shooting
"December 1, 2015",Arkansas,Little Rock,Woodrow and 12th,0,0,http://www.gunviolencearchive.org/incident/456974,http://www.thv11.com/story/news/crime/2015/12/01/police-shootout-on-12th--woodrow/76634782/
"December 1, 2015",Arkansas,Batesville,Harrison Street,1,0,http://www.gunviolencearchive.org/incident/456980,http://www.arkansasmatters.com/news/local-news/update-batesville-man-charged-with-capital-murder-in-death-of-ex-wife
"December 1, 2015",California,Merced,Carmen Way and G Street,0,1,http://www.gunviolencearchive.org/incident/458208,http://www.mercedsunstar.com/news/local/crime/article47635720.html
"December 1, 2015",California,Oxnard,100 block of Rio Lindo Street,1,0,http://www.gunviolencearchive.org/incident/456855,http://www.vcstar.com/news/local/oxnard/officials-identify-man-shot-and-killed-in-oxnard-260372cc-7282-5e18-e053-0100007fca65-360461881.html
"December 1, 2015",Louisiana,Bourg,4024 Country Drive,1,0,http://www.gunviolencearchive.org/incident/456298,http://www.ksla.com/story/30649502/kidnapped-girls-lead-to-discovery-of-bourg-womans-body
"December 1, 2015",New York,Albany,First Street and Lexington Avenue,0,0,http://www.gunviolencearchive.org/incident/458223,http://www.timesunion.com/local/article/Arrest-made-in-Albany-shots-fired-incident-6671061.php
"December 1, 2015",New York,Le Roy (Leroy),7000 block of Selden Road,1,0,http://www.gunviolencearchive.org/incident/456176,http://www.democratandchronicle.com/story/news/2015/12/01/police-investigation-ongoing-leroy/76598220/
"December 1, 2015",Nevada,North Las Vegas,Craig Road and Pecos Road,0,1,http://www.gunviolencearchive.org/incident/457019,http://www.fox5vegas.com/story/30645829/person-shot-injured-during-north-las-vegas-robbery
"December 1, 2015",Louisiana,New Orleans,1800 block of North Rocheblave Street,0,0,http://www.gunviolencearchive.org/incident/457026,http://www.nola.com/crime/index.ssf/2015/12/7th_ward_man_followed_home_by.html#incart_river_index
"December 1, 2015",Louisiana,New Orleans,General Meyer Avenue and Horace Street,0,2,http://www.gunviolencearchive.org/incident/456230,http://www.ksla.com/story/30636350/two-men-found-shot-in-a-car-in-algiers
"December 1, 2015",Louisiana,New Orleans,Franklin Avenue and North Johnson Street,0,1,http://www.gunviolencearchive.org/incident/457031,http://www.nola.com/crime/index.ssf/2015/12/st_roch_shooting_arrest.html#incart_river_home
"December 1, 2015",New York,Fulton,Towpath Trail,0,0,http://www.gunviolencearchive.org/incident/459999,http://www.syracuse.com/crime/index.ssf/2015/12/fulton_man_charged_with_weapons_possession_dwi_following_domestic.html#incart_most-commented_crime_article
"December 1, 2015",Michigan,Flint,East Gillespie Avenue and Wesley Street,0,1,http://www.gunviolencearchive.org/incident/457034,http://www.mlive.com/news/flint/index.ssf/2015/12/police_investigate_after_17-ye.html#incart_river_home
"December 1, 2015",Michigan,Troy,888 West Big Beaver,0,1,http://www.gunviolencearchive.org/incident/457048,http://www.detroitnews.com/story/news/local/oakland-county/2015/12/02/troy-robbery-victim-subdue-suspect/76679336/
"December 1, 2015",Nevada,Las Vegas,4201 Rochelle Avenue,0,2,http://www.gunviolencearchive.org/incident/456265,http://www.fox5vegas.com/story/30639431/police-2-shot-during-robbery-in-las-vegas
"December 1, 2015",West Virginia,Masontown,N/A,0,0,http://www.gunviolencearchive.org/incident/751204,https://www.justice.gov/usao-ndwv/pr/preston-county-man-sentenced-unlawful-possession-firearm
"December 1, 2015",Louisiana,New Orleans,Broad Street and St. Bernard Avenue,0,0,http://www.gunviolencearchive.org/incident/456300,http://www.wwltv.com/story/news/2015/12/01/shots-fired-at-two-jefferson-businesses/76599152/
"December 1, 2015",South Carolina,Darlington,N/A,0,0,http://www.gunviolencearchive.org/incident/898036,https://www.justice.gov/usao-sc/pr/darlington-man-sentenced-168-months-federal-prison-drug-conspiracy-and-weapons-charge
"December 1, 2015",New York,Newburgh,Carpenter and First Street,0,0,http://www.gunviolencearchive.org/incident/457068,http://www.recordonline.com/article/20151202/NEWS/151209866
"December 1, 2015",Massachusetts,Boston,276 Adams Street,0,0,http://www.gunviolencearchive.org/incident/458329,http://bpdnews.com/news/2015/12/3/one-less-gun-illegal-firearm-and-narcotics-recovered-in-dorchester-during-joint-investigation-by-bpd-msp-ice-and-dhs
"December 1, 2015",New York,Lake George,Cooper Street Extension,0,0,http://www.gunviolencearchive.org/incident/457079,http://poststar.com/news/blotter/two-men-face-charges-for-theft-of-gun-credit-cards/article_7e0dd97a-de88-5454-82a3-9a6ea07b410a.html
"December 1, 2015",Washington,Spokane,N/A,0,0,http://www.gunviolencearchive.org/incident/457084,https://www.spokanecounty.org/detentionservices/inmateroster/detail2.aspx?sysid=356169938137089
"December 1, 2015",Louisiana,New Orleans,6414 Bertha Drive,0,0,http://www.gunviolencearchive.org/incident/461986,https://www.stpso.com/images/uploads/booking_nov._30_to_Dec._6.pdf
"December 1, 2015",Pennsylvania,Lancaster,100 block of North Third Street,0,0,http://www.gunviolencearchive.org/incident/456432,http://www.pennlive.com/news/2015/12/11_arrested_during_lancaster_c.html
"December 1, 2015",Louisiana,New Orleans (Harahan),800 S Clearview Parkway,0,0,http://www.gunviolencearchive.org/incident/456202,http://www.ksla.com/story/30636636/jefferson-parish-investigators-working-apparent-armed-robbery-in-elmwood
"December 1, 2015",Iowa,Waterloo,1443 Raymond Avenue,0,0,http://www.gunviolencearchive.org/incident/491946,http://wcfcourier.com/news/local/crime-and-courts/waterloo-man-arrested-for-stolen-gun-found-in-december/article_b5acf932-40ee-557e-a543-dd0da7b4c7f6.html
"December 1, 2015",Pennsylvania,Allentown,700 block of Allen Street,0,1,http://www.gunviolencearchive.org/incident/456650,http://www.mcall.com/news/breaking/mc-c-allentown-robbery-leads-to-shooting-20151201-story.html
"December 1, 2015",Pennsylvania,Lancaster,1st block of Caroline Street,0,0,http://www.gunviolencearchive.org/incident/456438,http://www.pennlive.com/news/2015/12/11_arrested_during_lancaster_c.html
"December 1, 2015",Louisiana,New Orleans (Jefferson),2916 Jefferson Highway,0,0,http://www.gunviolencearchive.org/incident/456203,http://www.ksla.com/story/30636636/jefferson-parish-investigators-working-apparent-armed-robbery-in-elmwood
"December 1, 2015",Missouri,Marble Hill,HC 66 Box 669,0,0,http://www.gunviolencearchive.org/incident/460227,http://www.semissourian.com/story/2256440.html
"December 1, 2015",Ohio,Dayton,400 block of St. Nicholas Avenue,0,1,http://www.gunviolencearchive.org/incident/456673,http://www.whio.com/news/news/crime-law/1-shot-in-dayton-police-investigating/npZjk/
"December 1, 2015",Wyoming,Casper,5th Street,0,1,http://www.gunviolencearchive.org/incident/457846,http://billingsgazette.com/news/state-and-regional/wyoming/wyoming-woman-charged-for-allegedly-shooting-husband-in-leg/article_52053e7b-90e1-506c-8ea6-b54a53d631ea.html
"December 1, 2015",New York,Albany,Henry Johnson Boulevard and First Street,0,1,http://www.gunviolencearchive.org/incident/456675,http://www.cbs6albany.com/news/features/top-story/stories/albany-police-invstigate-bb-gun-shooting-31023.shtml
"December 1, 2015",Colorado,Colorado Springs,2700 block of Geyser Drive,0,0,http://www.gunviolencearchive.org/incident/464727,http://www.springsgov.com/units/police/policeblotter.asp
"December 1, 2015",New York,Oneonta,N/A,0,1,http://www.gunviolencearchive.org/incident/456687,http://www.thedailystar.com/news/local_news/unadilla-man-charged-with-felonies-after-alleged-home-invasion/article_76109a82-a539-5b07-911a-f3592dbbe866.html
"December 1, 2015",Illinois,Chicago,800 block of East 83rd Street,1,0,http://www.gunviolencearchive.org/incident/456067,http://www.dnainfo.com/chicago/20151201/chatham/chatham-shooting-kills-teen-police-say
"December 1, 2015",Wisconsin,Milwaukee,4151 North 56th,0,0,http://www.gunviolencearchive.org/incident/457864,http://www.cbs58.com/story/30645568/bullet-strikes-front-window-of-a-concordia-university-satellite-center-classroom
