date,state,city_or_county,address,n_killed,n_injured,incident_url,source_url
"December 1, 2017",North Carolina,Cameron,2006 Marks Road,0,1,http://www.gunviolencearchive.org/incident/1000709,http://wncn.com/2017/12/01/2-harnett-county-schools-put-on-lockdown-after-thieves-get-in-shootout-with-homeowner/
"December 1, 2017",Kentucky,Danville,303 S 2nd St,0,0,http://www.gunviolencearchive.org/incident/999981,http://www.lex18.com/story/36974036/airsoft-pistol-found-at-kentucky-school-for-the-deaf
"December 1, 2017",Ohio,Toledo,3100 block of Elm St,0,1,http://www.gunviolencearchive.org/incident/999105,http://www.toledoblade.com/Police-Fire/2017/12/04/Three-hurt-in-two-weekend-shootings.html
"December 1, 2017",Washington,Longview,4300 block of Ocean Beach Hwy,0,0,http://www.gunviolencearchive.org/incident/1000715,http://tdn.com/news/local/police-blotter-dec/article_8362ffaa-63ea-5f5a-9520-5d5ec554648d.html
"December 1, 2017",Minnesota,Minneapolis (Brooklyn Park),9110 Brooklyn Blvd,0,1,http://www.gunviolencearchive.org/incident/999403,http://minnesota.cbslocal.com/2017/12/01/police-training-accident/
"December 1, 2017",Arkansas,Little Rock,1912 Green Mountain Drive,0,1,http://www.gunviolencearchive.org/incident/999436,http://www.arkansasonline.com/news/2018/jan/12/little-rock-police-make-3-arrests-after-pulling-ov/?f=crime
"December 1, 2017",South Carolina,York,700 block of East Old Limestone Road,1,0,http://www.gunviolencearchive.org/incident/998896,http://www.wbtv.com/story/36970067/man-killed-in-officer-involved-shooting-in-york-county-idd
"December 1, 2017",Florida,Lake Worth,Almond Dr,0,0,http://www.gunviolencearchive.org/incident/1012753,https://www.wptv.com/news/region-c-palm-beach-county/lake-worth/16-year-old-facing-attempted-first-degree-murder-charges
"December 1, 2017",Washington,Seattle (Shoreline),15505 Westminster Way N,0,1,http://www.gunviolencearchive.org/incident/999414,http://www.kiro7.com/news/local/man-shot-in-strip-mall-parking-lot-in-shoreline/656794917
"December 1, 2017",Ohio,Cleveland,Prospect Ave and E 22nd St,0,0,http://www.gunviolencearchive.org/incident/1001813,http://www.cleveland.com/metro/index.ssf/2017/12/man_shoots_at_uber_driver_near.html#incart_river_index
"December 1, 2017",Massachusetts,Avon,South St,0,0,http://www.gunviolencearchive.org/incident/1000004,http://brockton.wickedlocal.com/news/20171201/pair-arrested-after-police-chase-from-brockton-into-avon
"December 1, 2017",Oregon,Portland,E Burnside St and 172nd Ave,0,1,http://www.gunviolencearchive.org/incident/999211,http://www.kgw.com/news/crime/shooting-on-gresham-max-platform-leaves-2-injured/496196525
"December 1, 2017",Texas,Longview,600 block of Idylwood Dr,0,0,http://www.gunviolencearchive.org/incident/1007026,http://www.wsmv.com/story/36989400/longview-pd-arrests-3-men-retrieve-guns-narcotics-during-drug-bust
"December 1, 2017",Texas,Longview,200 block of Myrle St,0,0,http://www.gunviolencearchive.org/incident/1007028,http://www.wsmv.com/story/36989400/longview-pd-arrests-3-men-retrieve-guns-narcotics-during-drug-bust
"December 1, 2017",Massachusetts,Springfield,69 Ranney St,0,0,http://www.gunviolencearchive.org/incident/999989,http://www.masslive.com/news/index.ssf/2017/12/springfield_man_denies_cocaine_1.html
"December 1, 2017",Nevada,Las Vegas,7441 W Lake Mead Blvd,1,0,http://www.gunviolencearchive.org/incident/999619,http://news3lv.com/news/local/man-who-reported-shooting-after-storage-unit-facility-confrontation-arrested
"December 1, 2017",Pennsylvania,Pittsburgh (Bloomfield),38505 Church Rd,1,0,http://www.gunviolencearchive.org/incident/1000007,http://www.erienewsnow.com/story/36977254/union-city-hunter-dies-in-accidental-shooting-friday-evening?utm_medium=social&utm_source=twitter_ErieNewsNow
"December 1, 2017",California,Monrovia,115 E Olive Ave,1,2,http://www.gunviolencearchive.org/incident/999692,https://mynewsla.com/crime/2017/12/22/two-more-murder-suspects-arrested-in-monrovia-gang-related-bar-shooting/
"December 1, 2017",Georgia,Gainesville,Georgia Ave and W Ridge Rd,0,0,http://www.gunviolencearchive.org/incident/1002476,https://www.gainesvilletimes.com/news/authorities-shots-fired-call-leads-100-mph-car-chase-where-suspect-swerves-officers/
"December 1, 2017",Mississippi,Kokomo,Conerly Lane,1,0,http://www.gunviolencearchive.org/incident/1002490,http://www.wdam.com/story/36988973/two-arrested-and-charged-with-murder-in-marion-county-homicide
"December 1, 2017",Massachusetts,Worcester,27 Tirrell St,0,1,http://www.gunviolencearchive.org/incident/1001254,http://www.worcesterma.gov/wpd-press-releases/tirrell-st-argument-results-in-gunshots
"December 1, 2017",Maryland,Baltimore,1600 block of North Bond St,0,0,http://www.gunviolencearchive.org/incident/1001878,https://www.facebook.com/BaltimoreCityPolice/posts/10154908768591956
"December 1, 2017",Michigan,Sterling Heights,35556 Mound Road,1,0,http://www.gunviolencearchive.org/incident/999958,http://www.detroitnews.com/story/news/local/macomb-county/2017/12/02/second-man-found-dead-candy-importer/916323001/
"December 1, 2017",Florida,Orlando,5621 Major Blvd,0,1,http://www.gunviolencearchive.org/incident/999457,http://www.wesh.com/article/man-shot-during-robbery-outside-hotel-police-say/14003150
"December 1, 2017",Oklahoma,Pawhuska,N/A,0,0,http://www.gunviolencearchive.org/incident/1001318,http://www.kjrh.com/news/local-news/pawhuska-teen-allegedly-brings-guns-to-school
"December 1, 2017",Louisiana,Slidell,333 W Pennsylvania Ave,0,0,http://www.gunviolencearchive.org/incident/1002033,http://www.wtvm.com/story/37000789/slidell-police-juveniles-bring-loaded-gun-to-school-witnesses-stay-silent
"December 1, 2017",Alabama,Prattville,800 Block of Gillespie St,0,1,http://www.gunviolencearchive.org/incident/999718,http://www.al.com/news/index.ssf/2017/12/prattville_police_charge_16-ye.html
"December 1, 2017",Michigan,Detroit,8700 block of West Vernor,1,0,http://www.gunviolencearchive.org/incident/999929,https://www.clickondetroit.com/news/man-fatally-shot-on-detroits-southwest-side-after-road-rage-incident-in-dearborn
"December 1, 2017",Texas,Wolfforth,902 Dowden Rd,0,0,http://www.gunviolencearchive.org/incident/1000280,http://kxan.com/2017/12/01/lubbock-area-high-school-placed-on-lockdown/
"December 1, 2017",Washington,Moses Lake,900 block of W Broadway Ave,0,0,http://www.gunviolencearchive.org/incident/1001476,http://www.krem.com/news/local/grant-county/mlpd-arrests-8-after-finding-guns-drugs-in-motel-rooms/496813411
"December 1, 2017",Texas,Arlington,2300 block of Cypress Creek Ln,1,0,http://www.gunviolencearchive.org/incident/999430,http://www.star-telegram.com/news/local/community/arlington/article187618328.html
"December 1, 2017",Ohio,Cambridge,300 block of N 8th St,0,0,http://www.gunviolencearchive.org/incident/999032,http://www.daily-jeff.com/news/20171201/13-arrested-during-search-warrant-at-cambridge-home
"December 1, 2017",Alabama,Montgomery,Taylor Crossing Rd,1,0,http://www.gunviolencearchive.org/incident/999722,http://www.wmcactionnews5.com/story/37010502/talladega-man-arrested-in-montgomery-homicide-investigation
"December 1, 2017",Pennsylvania,Washington,500 block of Fayette St,0,0,http://www.gunviolencearchive.org/incident/1001527,https://observer-reporter.com/news/policebeat/
"December 1, 2017",California,Fresno,N Dickenson Ave and W Shields Ave,0,1,http://www.gunviolencearchive.org/incident/1004770,http://www.fresnobee.com/news/local/crime/article196854014.html
"December 1, 2017",Texas,Longview,500 block of Arkansas St,0,1,http://www.gunviolencearchive.org/incident/999490,https://www.news-journal.com/news/2017/dec/01/police-shooting-reported-marshall-avenue-restauran/
"December 1, 2017",Texas,Pasadena,500 block of S Richey,1,0,http://www.gunviolencearchive.org/incident/1000289,http://www.khou.com/news/crime/man-fatally-shot-outside-apartment-in-pasadena/496313508
"December 1, 2017",Illinois,Chicago,400 W 38th Pl,1,0,http://www.gunviolencearchive.org/incident/999565,http://homicides.suntimes.com/2017/12/06/38-year-old-amery-shannon-fatally-shot-in-bridgeport-neighborhood/
"December 1, 2017",Ohio,Cleveland,3600 block of Community College Dr,0,1,http://www.gunviolencearchive.org/incident/999058,http://www.cleveland.com/metro/index.ssf/2017/12/shooting_wounds_man_in_leg_on.html#incart_river_index
"December 1, 2017",Ohio,Cleveland,12000 Euclid Ave,0,1,http://www.gunviolencearchive.org/incident/999068,http://fox8.com/2017/12/01/police-in-clevelands-third-district-investigating-three-shootings/
"December 1, 2017",Pennsylvania,Chester,900 block of John St,0,1,http://www.gunviolencearchive.org/incident/1001545,http://www.delcotimes.com/general-news/20171204/shootings-car-fire-and-school-bus-crash-roil-chester
"December 1, 2017",South Carolina,Columbia,7645 Garners Ferry Rd,0,2,http://www.gunviolencearchive.org/incident/999632,http://www.wistv.com/story/36975971/columbia-police-investigating-after-two-shot-on-garners-ferry-road
"December 1, 2017",New Jersey,Paterson,Straight St and 20th Ave,0,1,http://www.gunviolencearchive.org/incident/1005856,http://www.northjersey.com/story/news/paterson-press/2017/12/11/paterson-man-arrested-after-he-allegedly-shot-himself-hand-accident/942569001/
"December 1, 2017",South Carolina,Florence,2001 W Lucas St,0,0,http://www.gunviolencearchive.org/incident/999072,http://www.wmbfnews.com/story/36971543/suspect-surrenders-peacefully-after-hostage-situation-at-florence-area-hotel-official-says
"December 1, 2017",Ohio,Heath,4300 block of Brownsville Rd SE,0,1,http://www.gunviolencearchive.org/incident/999076,http://myfox28columbus.com/news/local/person-hospitalized-after-reported-shooting-in-licking-county
"December 1, 2017",Pennsylvania,Pike (county),N/A,0,0,http://www.gunviolencearchive.org/incident/1000334,http://wnep.com/2017/12/01/man-charged-with-tampering-with-evidence-following-deadly-pike-county-shooting/
"December 1, 2017",Illinois,Chicago,400 S Pulaski Rd,0,1,http://www.gunviolencearchive.org/incident/999094,https://chicago.suntimes.com/news/34-year-old-man-grazed-in-shooting-at-west-garfield-park-gas-station/
"December 1, 2017",Florida,Defuniak Springs,416 John Baldwin Rd,0,0,http://www.gunviolencearchive.org/incident/1002064,http://www.mypanhandle.com/news/gun-discovered-on-school-bus/875578354
"December 1, 2017",Ohio,Youngstown (Austintown),Rosemont Ave,0,0,http://www.gunviolencearchive.org/incident/999113,http://www.vindy.com/news/2017/dec/01/guns-drugs-counterfeit-cash-recovered-traffic-stop/?nw
"December 1, 2017",Alabama,Alexander City,Thomas Rd,0,0,http://www.gunviolencearchive.org/incident/1000350,http://www.alexcityoutlook.com/2017/12/01/drugs-cash-guns-vehicle-seized-in-busts/
"December 1, 2017",Ohio,Youngstown,N Hartford Ave,0,0,http://www.gunviolencearchive.org/incident/999115,http://www.vindy.com/news/2017/dec/01/woman-arrested-connection-west-side-shooting/
"December 1, 2017",Maryland,Baltimore,2000 block of Denison St,0,2,http://www.gunviolencearchive.org/incident/999656,https://www.facebook.com/BaltimoreCityPolice/posts/10154900293856956
"December 1, 2017",Maryland,Baltimore,500 block of Millington,0,1,http://www.gunviolencearchive.org/incident/999654,https://www.facebook.com/BaltimoreCityPolice/posts/10154900293856956
"December 1, 2017",Delaware,Lewes,Breakwater St,0,1,http://www.gunviolencearchive.org/incident/999849,http://www.capegazette.com/article/update-lewes-man-charged-december-shooting/153100
"December 1, 2017",Louisiana,Baton Rouge,Scotland Avenue,0,1,http://www.gunviolencearchive.org/incident/999005,http://www.wafb.com/story/36972156/meat-market-clerk-arrested-after-getting-into-argument-with-customer-shooting-him
"December 1, 2017",Louisiana,Baton Rouge,6600 block of Scenic Highway,1,0,http://www.gunviolencearchive.org/incident/999130,http://www.wafb.com/story/36971047/man-found-shot-to-death-on-scenic-hwy
"December 1, 2017",Oregon,Portland,N Fessenden and Newman,0,0,http://www.gunviolencearchive.org/incident/1000377,http://www.oregonlive.com/portland/index.ssf/2017/12/police_investigate_north_portl_2.html
"December 1, 2017",Nebraska,Omaha,102nd St and W Maple St,0,1,http://www.gunviolencearchive.org/incident/999877,http://www.omaha.com/news/teenagers-shot-separately-in-north-central-omaha/article_2b070776-d73a-11e7-bad4-f7023a66332a.html
"December 1, 2017",North Carolina,Asheboro,1766 Old Cedar Falls Rd,1,0,http://www.gunviolencearchive.org/incident/1000388,http://www.courier-tribune.com/news/20171202/asheboro-man-charged-in-son8217s-murder
"December 1, 2017",Pennsylvania,Harrisburg,Derry St and S 19th St,0,1,http://www.gunviolencearchive.org/incident/998910,http://local21news.com/news/local/police-are-investigating-an-officer-involved-shooting-in-harrisburg
"December 1, 2017",Alaska,North Pole,Doughchee Ave and Statehood St,0,0,http://www.gunviolencearchive.org/incident/1000392,http://www.newsminer.com/news/local_news/troopers-respond-to-report-of-man-pointing-gun-at-motorists/article_76736530-d706-11e7-98b4-ab099762081a.html
"December 1, 2017",Massachusetts,Revere,Broadway and Taft,0,0,http://www.gunviolencearchive.org/incident/1000401,https://www.bostonglobe.com/metro/2017/12/01/boston-man-arrested-revere-traffic-stop-for-carrying-loaded-gun-pills/cENCrGfueRXZKbHXR4Y0LO/story.html
"December 1, 2017",North Carolina,Reidsville,400 Block of Guilford St,0,1,http://www.gunviolencearchive.org/incident/1000403,http://www.greensboro.com/news/crime/georgia-man-charged-in-reidsville-shooting-that-injured/article_ea181473-b8d6-5fc1-b4d0-3fb75ea3a399.html
"December 1, 2017",Arkansas,North Little Rock,East 56th Place,0,0,http://www.gunviolencearchive.org/incident/1000423,http://www.arkansasonline.com/news/2017/dec/03/nlr-gunfire-leads-to-couple-s-arrest-20/
"December 1, 2017",Michigan,Flint,1401 S Dort Hwy,1,0,http://www.gunviolencearchive.org/incident/999962,http://www.wnem.com/story/37058817/flint-man-charged-in-deadly-shooting-at-mta-bus-station
"December 1, 2017",Ohio,Clermont (county),Powell Rd,2,0,http://www.gunviolencearchive.org/incident/1000042,http://local12.com/news/local/highland-county-shooting-under-investigation
"December 1, 2017",Ohio,Cleveland,West 45th Street,2,0,http://www.gunviolencearchive.org/incident/1000450,http://www.cleveland.com/metro/index.ssf/2017/12/officials_identify_two_men_sho.html
"December 1, 2017",Florida,Fort Myers,1500 Block of Gardenia St,0,1,http://www.gunviolencearchive.org/incident/999555,http://www.news-press.com/story/news/crime/2017/12/15/fort-myers-police-arrest-18-year-old-attempted-homicide/955713001/
"December 1, 2017",Iowa,Davenport,1400 S Division St,0,0,http://www.gunviolencearchive.org/incident/1000477,http://www.kwqc.com/content/news/Davenport-man-arrested-for-assaulting-an-officer-461490063.html
"December 1, 2017",Alabama,Albertville,Highway 75,0,1,http://www.gunviolencearchive.org/incident/1000940,http://www.waff.com/story/36989422/albertville-police-investigating-weekend-road-rage-shooting
"December 1, 2017",Mississippi,Gulfport,3000 block of F Avenue,0,2,http://www.gunviolencearchive.org/incident/999223,http://www.sunherald.com/news/local/crime/article187478988.html
"December 1, 2017",Mississippi,Columbus,Hughes Rd,0,1,http://www.gunviolencearchive.org/incident/999680,http://www.wtva.com/content/news/Man-injured-in-Lowndes-County-shooting--461422123.html
"December 1, 2017",Illinois,Chicago,10100 S Bell Ave,0,0,http://www.gunviolencearchive.org/incident/999562,https://chicago.suntimes.com/news/teenager-charged-with-trying-to-rob-off-duty-officer-at-gunpoint/
"December 1, 2017",Alabama,Birmingham,800 Block of 44th St,0,1,http://www.gunviolencearchive.org/incident/999709,http://www.wbrc.com/story/36970129/woman-shot-drives-car-into-ensley-house
"December 1, 2017",Illinois,Chicago,700 E 76th St,0,1,http://www.gunviolencearchive.org/incident/999249,https://chicago.suntimes.com/news/man-shot-seriously-wounded-in-chatham-4/
"December 1, 2017",Ohio,Cincinnati (Lockland),Maple St and N Wayne Ave,0,1,http://www.gunviolencearchive.org/incident/1000116,http://local12.com/news/local/suspect-in-custody-after-lockland-shooting
"December 1, 2017",Tennessee,Chattanooga,3900 block of Dodds Ave,0,1,http://www.gunviolencearchive.org/incident/999338,http://www.wrcbtv.com/story/36974869/shooting-victim-shows-up-at-local-hospital-cpd-investigating
"December 1, 2017",Illinois,Rockford,1800 Dresden Ave,0,0,http://www.gunviolencearchive.org/incident/999858,http://www.wifr.com/content/news/Northwest-residents-concerned-after-a-home-is-struck-by-gunfire-multiple-times-461391093.html
"December 1, 2017",California,Merced,1200 block of V St,1,0,http://www.gunviolencearchive.org/incident/1001270,http://www.mercedsunstar.com/news/local/crime/article192488679.html
"December 1, 2017",District of Columbia,Washington,2800 block of Connecticut Ave NW,0,0,http://www.gunviolencearchive.org/incident/999864,https://www.washingtonpost.com/local/public-safety/shots-heard-near-zoo-on-connecticut-avenue-nw/2017/12/02/995a47ea-d71e-11e7-95bf-df7c19270879_story.html?utm_term=.7ff8143fca75
"December 1, 2017",California,San Francisco,Griffith St and Fitzgerald Ave,1,0,http://www.gunviolencearchive.org/incident/999765,http://www.nydailynews.com/news/national/california-fatally-shot-unarmed-alleged-carjacker-fired-article-1.3872409
"December 1, 2017",Nebraska,Omaha,60th Ave and Sprague St,0,1,http://www.gunviolencearchive.org/incident/999867,http://www.omaha.com/news/teenagers-shot-separately-in-north-central-omaha/article_2b070776-d73a-11e7-bad4-f7023a66332a.html
"December 1, 2017",Tennessee,Memphis,Speed St,0,1,http://www.gunviolencearchive.org/incident/999353,http://www.wmcactionnews5.com/story/36975787/man-critical-after-shooting-in-north-memphis
"December 1, 2017",Pennsylvania,Braddock,Jones Ave and Kirkpatrick Ave,0,1,http://www.gunviolencearchive.org/incident/998932,http://www.wtae.com/article/north-braddock-shooting-woodland-hills-student/13994448
"December 1, 2017",West Virginia,Huntington,618 7th Ave,1,0,http://www.gunviolencearchive.org/incident/999903,http://www.herald-dispatch.com/_recent_news/huntington-shooting-victim-dies-suspect-now-faces-murder-charge/article_701f8e78-d866-11e7-8a53-e30a97d75805.html
"December 1, 2017",Virginia,Richmond,4000 Jefferson Davis Hwy,0,0,http://www.gunviolencearchive.org/incident/999366,http://www.nbc12.com/story/36969564/shots-fired-outside-of-south-richmond-restaurant
"December 1, 2017",Virginia,Newport News,Preakness Dr and Colony Rd,0,1,http://www.gunviolencearchive.org/incident/1001063,http://wtkr.com/2017/12/01/newport-news-police-investigating-after-man-shot-in-jaw/
"December 1, 2017",Virginia,Norfolk,Peachtree St,0,0,http://www.gunviolencearchive.org/incident/1001073,http://wtkr.com/2017/12/04/norfolk-residents-on-edge-after-multiple-gunshots-were-fired-on-their-street/
"December 1, 2017",Virginia,Richmond,1500 block of Minefee St,0,1,http://www.gunviolencearchive.org/incident/1050327,http://www.nbc12.com/story/37517263/nc-woman-arrested-for-shooting-of-man-in-virginia
"December 1, 2017",Maryland,Baltimore,2100 block of Brunt St,0,0,http://www.gunviolencearchive.org/incident/1001078,https://www.facebook.com/BaltimoreCityPolice/posts/10154905976391956
"December 1, 2017",Virginia,Cana,Paul's Creek Rd,0,0,http://www.gunviolencearchive.org/incident/1001095,http://www.wdbj7.com/content/news/Man-arrested-after-being-found-in-possession-of-illegal-drugs-and-stolen-weapons-461897203.html
"December 1, 2017",Alabama,Mobile (Prichard),200 block of N Fairport Dr,1,0,http://www.gunviolencearchive.org/incident/1000265,http://mynbc15.com/news/local/prichard-woman-shot-and-killed-in-domestic-dispute
"December 1, 2017",Connecticut,Hartford,Bond St and Franklin Ave,1,0,http://www.gunviolencearchive.org/incident/999914,http://www.wfsb.com/story/36976099/man-shot-and-killed-in-hartfords-south-end-on-friday
"December 1, 2017",North Carolina,Ahoskie,216 1st St E,0,0,http://www.gunviolencearchive.org/incident/1000662,http://wavy.com/2017/12/03/dmart-owner-arrested-on-weapon-and-drug-charges-in-ahoskie/
"December 1, 2017",Virginia,Newport News,930 J Clyde Morris Blvd,0,1,http://www.gunviolencearchive.org/incident/999394,http://wtkr.com/2017/12/01/newport-news-police-respond-to-motel-for-shooting/
"December 1, 2017",Maryland,Hyattsville,N/A,0,1,http://www.gunviolencearchive.org/incident/1073527,http://www.wusa9.com/article/news/local/maryland/md-teen-says-intervention-program-saved-his-life-after-being-shot-in-his-home/65-529974133
"December 1, 2017",Connecticut,Bridgeport,812 Barnum Ave,0,0,http://www.gunviolencearchive.org/incident/999950,https://www.doingitlocal.com/2017/12/bridgeport-news-shots-fired-car-hit-4/
"December 1, 2017",New Hampshire,Manchester,1 Airport Rd,0,0,http://www.gunviolencearchive.org/incident/1004363,http://boston.cbslocal.com/2017/12/05/manchester-boston-regional-airport-gun-found-in-lunch-bag-of-tsa-worker/
"December 1, 2017",Oklahoma,Tuttle,N/A,0,0,http://www.gunviolencearchive.org/incident/999960,http://okcfox.com/news/local/chase-by-canadian-county-deputies-nets-man-wanted-in-cleveland-county
"December 1, 2017",Washington,La Push,110 Quileute Heights,0,0,http://www.gunviolencearchive.org/incident/1004374,https://www.peninsuladailynews.com/crime/forks-man-charged-with-drug-weapons-violations/
"December 1, 2017",South Carolina,Rock Hill,Flint Hill St,0,1,http://www.gunviolencearchive.org/incident/1001951,http://www.heraldonline.com/news/local/crime/article187936999.html
"December 1, 2017",Florida,Melbourne Beach,La Costa St and A1A,1,0,http://www.gunviolencearchive.org/incident/999476,https://www.clickorlando.com/news/gunshot-victim-found-on-beach-access-in-melbourne-beach
"December 1, 2017",Florida,Orlando,1703 W Colonial Dr,0,1,http://www.gunviolencearchive.org/incident/999465,https://www.clickorlando.com/news/man-shot-at-bus-stop-in-orlando
"December 1, 2017",Ohio,Clermont (county),Powell Rd,1,0,http://www.gunviolencearchive.org/incident/999978,http://www.fox19.com/story/36978258/officials-id-men-killed-during-highland-county-home-invasion
"December 1, 2017",Connecticut,Bridgeport,300 block of Valley Ave,0,1,http://www.gunviolencearchive.org/incident/999933,http://www.ctpost.com/local/article/Bridgeport-police-1-hospitalized-after-shooting-12399718.php
"December 1, 2017",Ohio,Columbus,Waterfall Way,0,0,http://www.gunviolencearchive.org/incident/1000112,http://nbc4i.com/2017/12/02/suspect-arrested-after-eight-hour-standoff-with-police/
"December 1, 2017",Kentucky,Kevil,4000 block of Bethel Church Rd,0,0,http://www.gunviolencearchive.org/incident/1008361,http://www.wpsdlocal6.com/2017/12/13/two-wanted-connection-car-firearm-theft-mccracken-county/
"December 1, 2017",Texas,Alvin,1200 block of W Talmadge St,1,0,http://www.gunviolencearchive.org/incident/999484,http://thefacts.com/free_share/article_e08d0bf6-7880-53c8-89ff-23bfc913b787.html
